common_name,ra_current,dec_current,coords_sexagesimal,distance,,,,,,,,
GJ 357,144.0078998,-21.6679518,09h36m01.90s -21d40m04.63s,9.435839717,,,,,,,,
Gaia DR3 1143321672882274560,92.5853372,82.09710449,06h10m20.48s +82d05m49.58s,9.461601958,,,,,,,,
Gaia DR3 4147112604476417792,271.4334854,-14.37828854,18h05m44.04s -14d22m41.84s,9.476613659,,,,,,,,
HD 285968,70.73741028,18.95010127,04h42m56.98s +18d57m00.36s,9.485192669,,,,,,,,
GJ 3512,130.3301664,59.4881043,08h41m19.24s +59d29m17.18s,9.497261889,,,,,,,,
G 192-15,90.62239793,49.85945996,06h02m29.38s +49d51m34.06s,9.527533063,,,,,,,,
Gaia DR3 1810616448010879488,310.1509952,15.50442946,20h40m36.24s +15d30m15.95s,9.531161153,,,,,,,,
Gaia DR3 1349047857580994560,265.9832818,43.37425469,17h43m55.99s +43d22m27.32s,9.53154856,,,,,,,,
Gaia DR3 628080246633611520,148.4772107,20.94917153,09h53m54.53s +20d56m57.02s,9.545277411,,,,,,,,
Wolf 1069,306.5257081,58.57688778,20h26m06.17s +58d34m36.80s,9.574741838,,,,,,,,
Gaia DR3 4025850731201819392,175.2624585,34.1988807,11h41m02.99s +34d11m55.97s,9.57623527,,,,,,,,
BD J307.687.83,307.67638,7.82661,20h30m42.33s +07d49m35.80s,9.618492128,,,,,,,,
Gaia DR3 43574131143039104,58.17723779,17.01316394,03h52m42.54s +17d00m47.39s,9.661761624,,,,,,,,
Gaia DR3 1725759404752580736,211.3631194,83.84426455,14h05m27.15s +83d50m39.35s,9.666745773,,,,,,,,
BD J14.79-1.23,14.79359,-1.23348,00h59m10.46s -01d14m00.53s,9.689922481,,,,,,,,
Gaia DR3 6254033894121581952,235.5118555,-19.4792497,15h42m02.85s -19d28m45.30s,9.691821223,,,,,,,,
BD J211.4183.84,211.40511,83.84021,14h05m37.23s +83d50m24.76s,9.697270606,,,,,,,,
BD J339.0751.1,339.07023,51.09687,22h36m16.86s +51d05m48.73s,9.727626459,,,,,,,,
Gaia DR3 1749030362195988096,307.6812173,7.825798905,20h30m43.49s +07d49m32.88s,9.727952752,,,,,,,,
Gaia DR3 750586216906847104,162.4338948,35.53995658,10h49m44.13s +35d32m23.84s,9.732158459,,,,,,,,
Gaia DR3 3200303384927512960,70.09940488,-5.50133323,04h40m23.86s -05d30m04.80s,9.747136159,,,,,,,,
BD J228.7548.79,228.75355,48.7948,15h15m00.85s +48d47m41.28s,9.747538746,,,,,,,,
GJ 436,175.5534586,26.70069407,11h42m12.83s +26d42m02.50s,9.77503868,,,,,,,,
Gaia DR3 2358022227591374336,16.2339992,-18.12109307,01h04m56.16s -18d07m15.94s,9.776820002,,,,,,,,
Gaia DR3 1589250088362827776,228.7432694,48.80538068,15h14m58.38s +48d48m19.37s,9.807337233,,,,,,,,
BD J344.1240.04,344.11729,40.04166,22h56m28.15s +40d02m29.98s,9.823182711,,,,,,,,
Gaia DR3 1314438839310796800,251.2761146,33.51198657,16h45m06.27s +33d30m43.15s,9.846252103,,,,,,,,
BD J324.862.34,324.86154,2.33964,21h39m26.77s +02d20m22.70s,9.852216749,,,,,,,,
Gl 49,15.67332627,62.34570263,01h02m41.60s +62d20m44.53s,9.859619206,,,,,,,,
Gaia DR3 522864272041351296,15.84401888,62.36613132,01h03m22.56s +62d21m58.07s,9.864622013,,,,,,,,
BD J119.6732.79,119.66813,32.79,07h58m40.35s +32d47m24.00s,9.871668312,,,,,,,,
Gaia DR3 527956488340229632,8.155580451,67.23336234,00h32m37.34s +67d14m00.10s,9.892524909,,,,,,,,
Gaia DR3 4318384355378007424,294.0058299,15.59855045,19h36m01.40s +15d35m54.78s,9.892988629,,,,,,,,
Gaia DR3 4358031335898505472,249.0926702,-2.326820237,16h36m22.24s -02d19m36.55s,9.893947947,,,,,,,,
Gaia DR3 5699418131466175488,123.7975364,-23.73721518,08h15m11.41s -23d44m13.97s,9.896990625,,,,,,,,
GJ 3988,255.8509565,51.41075902,17h03m24.23s +51d24m38.73s,9.908115512,,,,,,,,
Gaia DR3 272855565763652480,69.42418405,52.89018311,04h37m41.80s +52d53m24.66s,9.909225555,,,,,,,,
Gaia DR3 3840711729206827520,142.6816628,0.318697171,09h30m43.60s +00d19m07.31s,9.91048332,,,,,,,,
Gaia DR3 3243715604392800512,57.68130249,-6.104799913,03h50m43.51s -06d06m17.28s,9.92754076,,,,,,,,
Gaia DR3 4535928365908540416,280.2946799,24.78797015,18h41m10.72s +24d47m16.69s,9.931965612,,,,,,,,
Gaia DR3 4535928365908541440,280.2947995,24.7891934,18h41m10.75s +24d47m21.10s,9.944778627,,,,,,,,
Gaia DR3 1187851653287128576,223.6239156,16.10020344,14h54m29.74s +16d06m00.73s,9.947846377,,,,,,,,
Gaia DR3 527956488339113600,8.155065621,67.23258318,00h32m37.22s +67d13m57.30s,9.960496385,,,,,,,,
Gaia DR3 1618010323247026560,217.6458828,59.72471107,14h30m35.01s +59d43m28.96s,9.968998541,,,,,,,,
BD J277.1326.84,277.12953,26.84381,18h28m31.09s +26d50m37.72s,9.970089731,,,,,,,,
Gaia DR3 102162639019033600,38.40528489,24.92225468,02h33m37.27s +24d55m20.12s,9.98536697,,,,,,,,
HD 260655,99.28920422,17.56725507,06h37m09.41s +17d34m02.12s,9.99768099,,,,,,,,
BD J203.9711.5,203.97272,11.50143,13h35m53.45s +11d30m05.15s,10.01001001,,,,,,,,
WISE J033605.05-014350.4,54.02105,-1.73069,03h36m05.05s -01d43m50.48s,10.02004008,,,,,,,,
Gaia DR3 1205070452055788928,240.704853,20.5802023,16h02m49.16s +20d34m48.73s,10.02056502,,,,,,,,
BD J201.1563.97,201.14807,63.97449,13h24m35.54s +63d58m28.16s,10.03009027,,,,,,,,
Gaia DR3 512167948043650816,26.94634295,63.85072312,01h47m47.12s +63d51m02.60s,10.04115343,,,,,,,,
Gaia DR3 1045525233191254784,153.1403391,57.05975622,10h12m33.68s +57d03m35.12s,10.04434921,,,,,,,,
Gaia DR3 751975660302006784,160.3945324,37.60828799,10h41m34.69s +37d36m29.84s,10.05410017,,,,,,,,
Gaia DR3 1661568850770761600,209.3830969,61.4944232,13h57m31.94s +61d29m39.92s,10.0671991,,,,,,,,
Gaia DR3 1010729194865571456,135.1303496,46.58263417,09h00m31.28s +46d34m57.48s,10.08420794,,,,,,,,
Gaia DR3 4389844948935164544,262.594917,5.54671755,17h30m22.78s +05d32m48.18s,10.11696214,,,,,,,,
BD J273.0527.36,273.04521,27.36232,18h12m10.85s +27d21m44.35s,10.15228426,,,,,,,,
Gaia DR3 3487062064765702272,179.4753754,-27.71153083,11h57m54.09s -27d42m41.51s,10.17314962,,,,,,,,
Gaia DR3 3292000966760477312,76.06102798,11.05803383,05h04m14.65s +11d03m28.92s,10.17970925,,,,,,,,
BD J243.6717.66,243.67277,17.65986,16h14m41.46s +17d39m35.50s,10.18329939,,,,,,,,
Gaia DR3 3338097377577012480,81.9992293,9.638466169,05h27m59.82s +09d38m18.48s,10.21588458,,,,,,,,
GJ 1265,333.4350901,-17.68795689,22h13m44.42s -17d41m16.64s,10.23790701,,,,,,,,
Gaia DR3 229155579195699456,64.9723951,42.54803819,04h19m53.37s +42d32m52.94s,10.26177838,,,,,,,,
Gaia DR3 WD_Unknown_ID,138.97049,53.41519581,09h15m52.92s +53d24m54.70s,10.27274128,,,,,,,,
Gaia DR3 3421840993510952192,77.58196524,27.22929539,05h10m19.67s +27d13m45.46s,10.27553749,,,,,,,,
BD J89.83-14.08,89.82995,-14.08034,05h59m19.19s -14d04m49.22s,10.27960526,,,,,,,,
Gaia DR3 4514347014282093312,287.457113,17.66538194,19h09m49.71s +17d39m55.38s,10.28364373,,,,,,,,
BD J145.7736.12,145.77495,36.12321,09h43m05.99s +36d07m23.56s,10.29866117,,,,,,,,
Gaia DR3 327944328126649856,34.29660875,35.44049785,02h17m11.19s +35d26m25.79s,10.33746325,,,,,,,,
Gaia DR3 5160075762132996992,43.13681,-12.77108038,02h52m32.83s -12d46m15.89s,10.3605426,,,,,,,,
GJ 649,254.5359488,25.74048994,16h58m08.63s +25d44m25.76s,10.39140881,,,,,,,,
Gaia DR3 1762523981210977664,311.158442,15.29187191,20h44m38.03s +15d17m30.74s,10.39477506,,,,,,,,
BD J67.7246.56,67.7205,46.55878,04h30m52.92s +46d33m31.61s,10.40582726,,,,,,,,
BD J189.4165.44,189.41332,65.43745,12h37m39.20s +65d26m14.82s,10.40907671,,,,,,,,
GJ 536,210.2573162,-2.650544603,14h01m01.76s -02d39m01.96s,10.42128399,,,,,,,,
Gaia DR3 1016186483391641216,137.1536597,50.53221629,09h08m36.88s +50d31m55.98s,10.42437309,,,,,,,,
Gaia DR3 WD_Unknown_ID,181.3614708,-23.5517357,12h05m26.75s -23d33m06.25s,10.42734383,,,,,,,,
BD J137.1650.54,137.15837,50.53561,09h08m38.01s +50d32m08.20s,10.43621282,,,,,,,,
Gaia DR3 5715352842388433664,114.6742063,-21.22801135,07h38m41.81s -21d13m40.84s,10.45331405,,,,,,,,
BD J221.53-23.29,221.5274,-23.28863,14h46m06.58s -23d17m19.07s,10.46025105,,,,,,,,
Gaia DR3 4364527594192166400,256.2574994,-5.074735217,17h05m01.80s -05d04m29.05s,10.4638662,,,,,,,,
Gaia DR3 4364480521350598144,256.3007643,-5.102411871,17h05m12.18s -05d06m08.68s,10.46466197,,,,,,,,
Gaia DR3 788357434914248448,169.8807869,46.69091968,11h19m31.39s +46d41m27.31s,10.4687683,,,,,,,,
Gaia DR3 4566158991430299520,252.7416888,22.45446347,16h50m58.01s +22d27m16.07s,10.46902424,,,,,,,,
Gaia DR3 2997171394834174976,89.83420107,-14.08277758,05h59m20.21s -14d04m58.00s,10.49632536,,,,,,,,
Gaia DR3 445100418805396608,52.70183174,54.23196298,03h30m48.44s +54d13m55.07s,10.50233553,,,,,,,,
Gaia DR3 4201781696994082944,290.138897,-7.663438839,19h20m33.34s -07d39m48.38s,10.50658606,,,,,,,,
Gaia DR3 WD_Unknown_ID,290.145066,-7.667853877,19h20m34.82s -07d40m04.27s,10.50687255,,,,,,,,
Gaia DR3 2515037264041041536,33.07469425,3.562238278,02h12m17.93s +03d33m44.06s,10.50855013,,,,,,,,
HIP 48714,149.031329,62.78424887,09h56m07.52s +62d47m03.30s,10.52103169,,,,,,,,
Gaia DR3 426641955043723520,15.3390011,61.35988321,01h01m21.36s +61d21m35.58s,10.52962611,,,,,,,,
BD J161.9721.41,161.97439,21.40652,10h47m53.85s +21d24m23.47s,10.55631796,,,,,,,,
Gaia DR3 2467732906559754496,27.77104888,-6.119979545,01h51m05.05s -06d07m11.93s,10.55840261,,,,,,,,
Gaia DR3 2531195858721613056,17.46603567,-3.723934738,01h09m51.85s -03d43m26.17s,10.56830863,,,,,,,,
Gaia DR3 2683023811628007296,330.5395448,1.39821814,22h02m09.49s +01d23m53.59s,10.57488607,,,,,,,,
Gaia DR3 436648129327098496,47.28081589,49.61262072,03h09m07.40s +49d36m45.43s,10.57739826,,,,,,,,
Gaia DR3 4516795626657707008,290.4039121,20.85705884,19h21m36.94s +20d51m25.41s,10.59333491,,,,,,,,
Gaia DR3 2817999068780218368,350.4019745,17.28040237,23h21m36.47s +17d16m49.45s,10.59695577,,,,,,,,
Gaia DR3 6235533167875990272,238.1875867,-26.39041232,15h52m45.02s -26d23m25.48s,10.59801636,,,,,,,,
Gaia DR3 3171631420210205056,68.81848956,-16.11361658,04h35m16.44s -16d06m49.02s,10.60384618,,,,,,,,
Gaia DR3 978338677527779200,106.9069279,48.68489082,07h07m37.66s +48d41m05.61s,10.61345795,,,,,,,,
Gaia DR3 4078319494857310336,280.5476577,-23.48470637,18h42m11.44s -23d29m04.94s,10.61395415,,,,,,,,
Gaia DR3 4295619138933719808,290.5032428,7.038540583,19h22m00.78s +07d02m18.75s,10.61651277,,,,,,,,
Gaia DR3 3489874340630661248,183.5358356,-23.75488156,12h14m08.60s -23d45m17.57s,10.61834652,,,,,,,,
G 261-6,291.0786401,75.55756793,19h24m18.87s +75d33m27.24s,10.63068065,,,,,,,,
Gaia DR3 2028065934962125184,296.439052,27.11650499,19h45m45.37s +27d06m59.42s,10.65200989,,,,,,,,
Gaia DR3 2028065934962124928,296.439807,27.11682809,19h45m45.55s +27d07m00.58s,10.65247368,,,,,,,,
Gaia DR3 3689602277083844480,192.6813127,-0.770997166,12h50m43.52s -00d46m15.59s,10.65476599,,,,,,,,
BD J40.81-24.89,40.80716,-24.89162,02h43m13.72s -24d53m29.83s,10.68147832,,,,,,,,
BD J126.3321.26,126.33172,21.26432,08h25m19.61s +21d15m51.55s,10.7307651,,,,,,,,
Gaia DR3 1262763648230973440,225.2837724,22.83345674,15h01m08.11s +22d50m00.44s,10.73358557,,,,,,,,
Gaia DR3 4574048021719710848,259.9741319,26.50338642,17h19m53.79s +26d30m12.19s,10.75434749,,,,,,,,
Gaia DR3 4574048021719712640,259.968865,26.50330482,17h19m52.53s +26d30m11.90s,10.75751109,,,,,,,,
Gaia DR3 1642642957122493824,244.1797873,67.25688795,16h16m43.15s +67d15m24.80s,10.76443769,,,,,,,,
Gaia DR3 3489874340631095936,183.5365062,-23.75408867,12h14m08.76s -23d45m14.72s,10.76551581,,,,,,,,
HD 147379,244.1688149,67.23944919,16h16m40.52s +67d14m22.02s,10.7669741,,,,,,,,
Gaia DR3 3536123338748976256,167.3742709,-24.60187041,11h09m29.83s -24d36m06.73s,10.77544903,,,,,,,,
Gaia DR3 4223813264304668288,302.3257143,-1.230010386,20h09m18.17s -01d13m48.04s,10.7930179,,,,,,,,
Gaia DR3 2090085056523454464,280.4934294,31.83054932,18h41m58.42s +31d49m49.98s,10.79765013,,,,,,,,
Gaia DR3 664214600677732864,126.3278096,21.26213332,08h25m18.67s +21d15m43.68s,10.7990685,,,,,,,,
Gaia DR3 6290519435137636224,209.7890766,-19.83569948,13h59m09.38s -19d50m08.52s,10.81444943,,,,,,,,
Gaia DR3 WD_Unknown_ID,42.14653467,54.38679086,02h48m35.17s +54d23m12.45s,10.86528996,,,,,,,,
Gaia DR3 WD_Unknown_ID,3.05620813,50.41844251,00h12m13.49s +50d25m06.39s,10.87374925,,,,,,,,
Gaia DR3 881250430700478080,119.6662042,32.78760138,07h58m39.89s +32d47m15.36s,10.87790545,,,,,,,,
Gaia DR3 6324308389531786112,217.7518194,-12.29897716,14h31m00.44s -12d17m56.32s,10.88183838,,,,,,,,
Gaia DR3 179700710496485504,67.60796627,39.84575517,04h30m25.91s +39d50m44.72s,10.88815742,,,,,,,,
Gaia DR3 2601148128510120576,337.2240175,-13.42961785,22h28m53.76s -13d25m46.62s,10.88871551,,,,,,,,
BD J246.060.49,246.05986,0.48773,16h24m14.37s +00d29m15.83s,10.89324619,,,,,,,,
Gaia DR3 2110165780975185792,278.6532608,40.12250443,18h34m36.78s +40d07m21.02s,10.89330032,,,,,,,,
Gaia DR3 2232348941893483520,358.1148374,75.54472604,23h52m27.56s +75d32m41.01s,10.89654164,,,,,,,,
Gaia DR3 5657274198660921472,148.8485854,-27.26244508,09h55m23.66s -27d15m44.80s,10.90072102,,,,,,,,
BD J184.3-3.19,184.29626,-3.18699,12h17m11.10s -03d11m13.16s,10.90512541,,,,,,,,
Gaia DR3 326173044957518080,34.27352147,34.22245111,02h17m05.65s +34d13m20.82s,10.91103236,,,,,,,,
Gaia DR3 1003752587430126464,103.5253897,60.86461404,06h54m06.09s +60d51m52.61s,10.91569032,,,,,,,,
Gaia DR3 1669449084967071872,220.5845771,66.05551137,14h42m20.30s +66d03m19.84s,10.93146451,,,,,,,,
BD J220.5966.06,220.59187,66.05546,14h42m22.05s +66d03m19.66s,10.93163791,,,,,,,,
Gaia DR3 4505805591300126080,280.68718,13.90720501,18h42m44.92s +13d54m25.94s,10.93321851,,,,,,,,
Gaia DR3 6265453524968112640,233.7303696,-14.31606613,15h34m55.29s -14d18m57.84s,10.93833973,,,,,,,,
Gaia DR3 1471777269618346240,204.3727146,35.71733853,13h37m29.45s +35d43m02.42s,10.94240395,,,,,,,,
Gaia DR3 1669449084967072000,220.5858865,66.05565102,14h42m20.61s +66d03m20.34s,10.94610602,,,,,,,,
Gaia DR3 WD_Unknown_ID,252.1086493,59.05414351,16h48m26.08s +59d03m14.92s,10.94810598,,,,,,,,
Gaia DR3 3493736924979792768,178.9256237,-22.41768475,11h55m42.15s -22d25m03.67s,10.95660226,,,,,,,,
Gaia DR3 1287312100751643776,217.1771208,33.17243714,14h28m42.51s +33d10m20.77s,10.96931817,,,,,,,,
Gaia DR3 3496355755520065408,189.8970757,-26.97107324,12h39m35.30s -26d58m15.86s,10.97542049,,,,,,,,
HD 115404 A,199.2175201,17.01526648,13h16m52.20s +17d00m54.96s,10.98688335,,,,,,,,
Gaia DR3 5683871247496205312,146.1851151,-18.21483928,09h44m44.43s -18d12m53.42s,10.98983368,,,,,,,,
HD 115404 A,199.2197152,17.01473051,13h16m52.73s +17d00m53.03s,10.99535445,,,,,,,,
Gaia DR3 3796442680948579328,177.6791795,1.762765955,11h50m43.00s +01d45m45.96s,11.00176379,,,,,,,,
GJ 1148,175.4303221,42.75132429,11h41m43.28s +42d45m04.77s,11.02662223,,,,,,,,
BD J42.81-3.88,42.8125,-3.88002,02h51m15.00s -03d52m48.07s,11.03509159,,,,,,,,
BD J127.5528.62,127.54988,28.6213,08h30m11.97s +28d37m16.68s,11.03752759,,,,,,,,
Gaia DR3 WD_Unknown_ID,325.6691216,20.9947872,21h42m40.59s +20d59m41.23s,11.04418336,,,,,,,,
Gaia DR3 2616132101175106816,334.3256756,-8.805503033,22h17m18.16s -08d48m19.81s,11.05103196,,,,,,,,
Gaia DR3 5134635708766250752,28.2114931,-22.43486872,01h52m50.76s -22d26m05.53s,11.05985633,,,,,,,,
Gaia DR3 4610177733290768896,272.4029823,38.45439472,18h09m36.72s +38d27m15.82s,11.09590038,,,,,,,,
Gaia DR3 4588438567346043776,276.5266971,30.23364208,18h26m06.41s +30d14m01.11s,11.1005268,,,,,,,,
HD 3651,9.837276135,21.24780631,00h39m20.95s +21d14m52.10s,11.10804819,,,,,,,,
GJ 740,284.4991421,5.899306897,18h57m59.79s +05d53m57.50s,11.10850024,,,,,,,,
Gaia DR3 411311395692644224,15.4941421,54.18185443,01h01m58.59s +54d10m54.68s,11.1095169,,,,,,,,
Gaia DR3 4310275491469537152,283.864877,8.402009996,18h55m27.57s +08d24m07.24s,11.12267186,,,,,,,,
Gaia DR3 3059246454092369024,109.3242754,-5.020470662,07h17m17.83s -05d01m13.69s,11.13334709,,,,,,,,
BD J9.8321.25,9.82879,21.25467,00h39m18.91s +21d15m16.81s,11.1372093,,,,,,,,
Gaia DR3 2616132101175335936,334.3242883,-8.807184991,22h17m17.83s -08d48m25.87s,11.14404735,,,,,,,,
Gaia DR3 438829629114680704,41.05364585,49.22780394,02h44m12.88s +49d13m40.09s,11.15014259,,,,,,,,
Gaia DR3 1508886439891509248,210.6441164,46.33960382,14h02m34.59s +46d20m22.57s,11.16043045,,,,,,,,
Gaia DR3 1193030490492925824,239.1155951,15.65234935,15h56m27.74s +15d39m08.46s,11.16511751,,,,,,,,
Gaia DR3 1508886439891508736,210.6447873,46.34053259,14h02m34.75s +46d20m25.92s,11.16909896,,,,,,,,
Gaia DR3 438829835272390784,41.04628901,49.23122911,02h44m11.11s +49d13m52.42s,11.18894942,,,,,,,,
Gaia DR3 6294928369390563968,206.4589799,-17.9722153,13h45m50.16s -17d58m19.98s,11.19500211,,,,,,,,
BD J291.37.01,291.30317,7.0101,19h25m12.76s +07d00m36.36s,11.20315122,,,,,,,,
Gaia DR3 3184351876391975808,69.42277097,-11.04029659,04h37m41.47s -11d02m25.07s,11.21205342,,,,,,,,
Ross 508,230.9601039,17.45686172,15h23m50.42s +17d27m24.70s,11.21976904,,,,,,,,
Gaia DR3 WD_Unknown_ID,87.83198792,-0.170891744,05h51m19.68s -00d10m15.21s,11.22182061,,,,,,,,
Gaia DR3 709563717249089792,130.0683376,31.45276064,08h40m16.40s +31d27m09.94s,11.22710001,,,,,,,,
Gaia DR3 145421309108301184,67.2499942,21.9239604,04h29m00.00s +21d55m26.26s,11.2290651,,,,,,,,
Gaia DR3 890663968222557440,105.1537519,31.95310286,07h00m36.90s +31d57m11.17s,11.23366022,,,,,,,,
Gaia DR3 798068905726303232,143.9081224,35.80826158,09h35m37.95s +35d48m29.74s,11.23478886,,,,,,,,
Gaia DR3 4295524821431807232,291.3034844,7.011631842,19h25m12.84s +07d00m41.87s,11.23632178,,,,,,,,
Gaia DR3 798068940086479104,143.9104003,35.80939721,09h35m38.50s +35d48m33.83s,11.23833138,,,,,,,,
Gaia DR3 1332966881549315456,247.8269179,40.86657458,16h31m18.46s +40d51m59.67s,11.25838358,,,,,,,,
BD J251.34-13.33,251.34205,-13.33118,16h45m22.09s -13d19m52.25s,11.258472,,,,,,,,
Gaia DR3 975968718869126144,112.6760626,48.19042019,07h30m42.26s +48d11m25.51s,11.27101929,,,,,,,,
Gaia DR3 4327580052130121728,251.3393616,-13.33702229,16h45m21.45s -13d20m13.28s,11.27433759,,,,,,,,
Gaia DR3 4383790518216171264,250.0262037,0.704095335,16h40m06.29s +00d42m14.74s,11.27485581,,,,,,,,
Gaia DR3 2560771312759450496,25.83101996,4.316130265,01h43m19.44s +04d18m58.07s,11.32426258,,,,,,,,
BD J105.1531.96,105.15301,31.95707,07h00m36.72s +31d57m25.45s,11.32772233,,,,,,,,
BD J9.6227.98,9.62107,27.98115,00h38m29.06s +27d58m52.14s,11.33786848,,,,,,,,
Gaia DR3 2109049433075668480,274.5142412,38.76830392,18h18m03.42s +38d46m05.89s,11.36223301,,,,,,,,
Gaia DR3 2109049433075667584,274.5106693,38.76859474,18h18m02.56s +38d46m06.94s,11.36604173,,,,,,,,
Gaia DR3 191109281417914880,84.85950228,40.63920524,05h39m26.28s +40d38m21.14s,11.3669084,,,,,,,,
Gaia DR3 2911981886751531648,91.9307516,-25.74632715,06h07m43.38s -25d44m46.78s,11.40224704,,,,,,,,
Gaia DR3 3339921875389105152,84.12910632,11.32746178,05h36m30.99s +11d19m38.86s,11.42468835,,,,,,,,
BD J336.18-1.98,336.18273,-1.98147,22h24m43.86s -01d58m53.29s,11.42857143,,,,,,,,
Gaia DR3 3339914973377653760,84.16023289,11.2964443,05h36m38.46s +11d17m47.20s,11.44881681,,,,,,,,
Gaia DR3 1214160733157163008,230.4711827,20.97867803,15h21m53.08s +20d58m43.24s,11.45145756,,,,,,,,
Gaia DR3 1099288637370627072,104.4921771,62.31826076,06h57m58.12s +62d19m05.74s,11.4624128,,,,,,,,
Gaia DR3 1612801833587498240,224.4775671,56.65212552,14h57m54.62s +56d39m07.65s,11.46746699,,,,,,,,
Gaia DR3 1099288633074163328,104.4927516,62.31822948,06h57m58.26s +62d19m05.63s,11.490142,,,,,,,,
Gaia DR3 3059182338820698624,108.2965926,-5.199054862,07h13m11.18s -05d11m56.60s,11.49332613,,,,,,,,
Gaia DR3 392350008432819328,3.911819812,47.58928194,00h15m38.84s +47d35m21.41s,11.49524261,,,,,,,,
Gaia DR3 5159273530961537280,44.54464962,-12.88110421,02h58m10.72s -12d52m51.98s,11.49987943,,,,,,,,
Gaia DR3 386655019234959872,1.304389699,45.78547376,00h05m13.05s +45d47m07.71s,11.50352803,,,,,,,,
Ross 458,195.1893375,12.37550194,13h00m45.44s +12d22m31.81s,11.5073515,,,,,,,,
Gaia DR3 3560746351897773952,172.7879805,-14.96582973,11h31m09.12s -14d57m56.99s,11.50747348,,,,,,,,
Gaia DR3 2669873515120908544,326.8245893,-4.744598752,21h47m17.90s -04d44m40.56s,11.51102545,,,,,,,,
BD J195.1812.35,195.17535,12.35418,13h00m42.08s +12d21m15.05s,11.51317683,,,,,,,,
Gaia DR3 386653747925624576,1.429610047,45.80930223,00h05m43.11s +45d48m33.49s,11.51800298,,,,,,,,
Gaia DR3 386653851004022144,1.430131379,45.81092151,00h05m43.23s +45d48m39.32s,11.52069135,,,,,,,,
Gaia DR3 3912369208386557440,178.5334855,9.800546469,11h54m08.04s +09d48m01.97s,11.52358073,,,,,,,,
Gaia DR3 614543647497149056,145.2882716,13.20852828,09h41m09.19s +13d12m30.70s,11.54473267,,,,,,,,
BD J95.79-4.94,95.79142,-4.94017,06h23m09.94s -04d56m24.61s,11.56069364,,,,,,,,
Gaia DR3 WD_Unknown_ID,299.1186143,-1.047509071,19h56m28.47s -01d02m51.03s,11.56526627,,,,,,,,
Gaia DR3 1118916397395366656,133.8241277,70.79209642,08h55m17.79s +70d47m31.55s,11.58020993,,,,,,,,
Gaia DR3 1118916397393675648,133.8241131,70.79091888,08h55m17.79s +70d47m27.31s,11.58699216,,,,,,,,
Gaia DR3 5185493447310441728,42.82054986,-3.893409775,02h51m16.93s -03d53m36.28s,11.58839754,,,,,,,,
Gaia DR3 1266092694562422912,223.4587908,23.5565859,14h53m50.11s +23d33m23.71s,11.5907246,,,,,,,,
Gaia DR3 2629427189619178368,336.186135,-1.987777989,22h24m44.67s -01d59m16.00s,11.60747873,,,,,,,,
BD J256.94-17.75,256.94058,-17.74762,17h07m45.74s -17d44m51.43s,11.62790698,,,,,,,,
Gaia DR3 1236929488664453376,223.3456484,19.15436265,14h53m22.96s +19d09m15.71s,11.62882117,,,,,,,,
Gaia DR3 6838311796136238976,326.7621434,-16.12943141,21h47m02.91s -16d07m45.95s,11.63594933,,,,,,,,
Gaia DR3 605079910398496640,134.0810912,12.66204621,08h56m19.46s +12d39m43.37s,11.6544301,,,,,,,,
BD J39.68-13.53,39.67828,-13.53355,02h38m42.79s -13d32m00.78s,11.65501166,,,,,,,,
Gaia DR3 3457493517036545280,90.62841274,39.17928387,06h02m30.82s +39d10m45.42s,11.66079509,,,,,,,,
Gaia DR3 2030861099681010304,300.0269225,30.96815497,20h00m06.46s +30d58m05.36s,11.67190716,,,,,,,,
BD J90.6339.18,90.62694,39.18294,06h02m30.47s +39d10m58.58s,11.68033266,,,,,,,,
Gaia DR3 5723739672264914176,127.1380662,-13.15531288,08h28m33.14s -13d09m19.13s,11.68205113,,,,,,,,
BD J226.7313.35,226.72637,13.35168,15h06m54.33s +13d21m06.05s,11.68483659,,,,,,,,
BD J127.14-13.16,127.14238,-13.15551,08h28m34.17s -13d09m19.84s,11.68991791,,,,,,,,
Gaia DR3 6213248060043565184,230.5576472,-27.82411185,15h22m13.84s -27d49m26.80s,11.69957974,,,,,,,,
Gaia DR3 1586968533013974528,225.2341811,45.42807601,15h00m56.20s +45d25m41.07s,11.70587062,,,,,,,,
Gaia DR3 1182574753387703680,226.7184242,13.35159241,15h06m52.42s +13d21m05.73s,11.7061778,,,,,,,,
Gaia DR3 1586968533015434624,225.233848,45.42864572,15h00m56.12s +45d25m43.12s,11.70796434,,,,,,,,
Gaia DR3 1776317182780536064,332.8778971,18.42750032,22h11m30.70s +18d25m39.00s,11.70878016,,,,,,,,
